condition_id,prop_key,prop_name,value_num,value_text,unit,basis,method,standard,notes,temperature_c,strain_rate,frequency_hz,environment,uncertainty,confidence
3,surface_treatment_compatibility,Surface treatment compatibility,,none,,typ,,,,,,,air,,SYN
3,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
4,applications_typical,Typical applications,,general structural,,typ,,,,,,,air,,SYN
4,composition_wt_percent,Composition (wt%),,"{""Base"":100.0}",wt%,typ,reported,,,,,,air,,SYN
4,impurity_limits,Impurity limits,,low,,typ,,,,,,,air,,SYN
4,crystal_structure,Crystal structure,,HCP,,typ,,,,,,,air,,SYN
4,grain_size,Grain size,60.70634728100068,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
4,specific_volume,Specific volume,0.00013063347914143782,,m^3/kg,typ,,,,,,,air,,SYN
4,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
4,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
4,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
4,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
4,shear_modulus,Shear modulus,31497603884.979214,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
4,bulk_modulus,Bulk modulus,59531289165.8893,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
4,damping_loss_factor,Damping loss factor,0.013843499113325778,,-,typ,,,,,,,air,,SYN
4,compressive_strength,Compressive strength,2142637423.4374156,,Pa,typ,,ASTM E9,,,,,air,,SYN
4,elongation_at_break,Elongation at break,17.178434837468252,,%,typ,,ASTM E8,,,,,air,,SYN
4,hollomon_K,Hollomon strength coefficient (K),1365878002.7516832,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
4,hollomon_n,Hollomon strain hardening exponent (n),0.20443478577717006,,-,typ,fit,,,,,,air,,SYN
4,hardness_vickers,Hardness (Vickers),361.9288647118058,,HV,typ,,ASTM E92,,,,,air,,SYN
4,notch_sensitivity,Notch sensitivity,0.394343653176099,,-,typ,,,,,,,air,,SYN
4,fracture_toughness_KIC,Fracture toughness KIC,52.673410682127454,,MPa*sqrt(m),typ,,ASTM E399,,,,,air,,SYN
4,impact_charpy,Charpy impact energy,200.8989504621205,,J,typ,,ASTM E23,,,,,air,,SYN
4,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
4,endurance_limit,Endurance limit,287508024.0442438,,Pa,typ,rotating bending,,,,,,air,,SYN
4,mean_stress_model,Mean stress correction model,,Goodman,,typ,,,,,,,air,,SYN
4,deltaK_threshold,Fatigue threshold ΔKth,4.689234237249919,,MPa*sqrt(m),typ,,ASTM E647,,,,,air,,SYN
4,larson_miller_C,Larson–Miller constant C,18.531395530773487,,-,typ,LMP,,,,,,air,,SYN
4,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
4,specific_heat_cp,Specific heat Cp,519.3587255063104,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
4,thermal_diffusivity,Thermal diffusivity,6.0856924498358674e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
4,emissivity,Emissivity,0.2501671907302757,,-,typ,,,,,,,air,,SYN
4,max_service_temperature,Max service temperature,371.89314745965396,,C,typ,,,,,,,air,,SYN
4,electrical_resistivity,Electrical resistivity,2.5652995367154797e-07,,ohm*m,typ,,,,23.0,,,air,,SYN
4,dielectric_constant,Dielectric constant (εr),,,-,typ,,,,,,1000000.0,air,,SYN
4,relative_permeability,Relative permeability μr,0.9528865827976758,,-,typ,,,,,,,air,,SYN
4,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
4,refractive_index,Refractive index,,,-,typ,,,,,,,air,,SYN
4,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
4,corrosion_rate,Corrosion rate,1.9886117808977382,,mm/yr,typ,,,,,,,alkaline,,SYN
4,chemical_compatibility,Chemical compatibility,,resistant to seawater,,typ,,,,,,,air,,SYN
4,coefficient_of_friction,Coefficient of friction (dry),0.5162775907435909,,-,typ,pin-on-disk,,,,,,air,,SYN
4,wear_rate,Wear rate,4.321525778248715e-06,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
4,machinability_rating,Machinability rating,73.85830463066142,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
4,weldability_rating,Weldability rating,4.752503666563376,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
4,additive_compatibility,Additive manufacturing compatibility,,EBM,,typ,,,,,,,air,,SYN
4,surface_treatment_compatibility,Surface treatment compatibility,,nitriding,,typ,,,,,,,air,,SYN
4,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
5,applications_typical,Typical applications,,bearing surfaces,,typ,,,,,,,air,,SYN
5,composition_wt_percent,Composition (wt%),,"{""Polymer"":100.0}",wt%,typ,reported,,,,,,air,,SYN
5,impurity_limits,Impurity limits,,standard,,typ,,,,,,,air,,SYN
5,crystal_structure,Crystal structure,,FCC,,typ,,,,,,,air,,SYN
5,grain_size,Grain size,,n/a,,typ,,,,,,,air,,SYN
5,specific_volume,Specific volume,0.001084819464651825,,m^3/kg,typ,,,,,,,air,,SYN
5,glass_transition_temperature,Glass transition temperature (Tg),215.3813806361654,,C,typ,DSC,ASTM E1356,,,,,air,,SYN
5,decomposition_temperature,Decomposition temperature,313.3921178945933,,C,typ,TGA,ASTM E1131,,,,,air,,SYN
5,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
5,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
5,shear_modulus,Shear modulus,1127035809.206294,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
5,bulk_modulus,Bulk modulus,3975778975.013335,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
5,damping_loss_factor,Damping loss factor,0.03538097397521991,,-,typ,DMA,,,,,,air,,SYN
5,compressive_strength,Compressive strength,52687283.99084002,,Pa,typ,,,,,,,air,,SYN
5,elongation_at_break,Elongation at break,28.699723710485017,,%,typ,,ISO 527,,,,,air,,SYN
5,hollomon_K,Hollomon strength coefficient (K),,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
5,hollomon_n,Hollomon strain hardening exponent (n),,,-,typ,fit,,,,,,air,,SYN
5,hardness_vickers,Hardness (Vickers),,,HV,typ,,,,,,,air,,SYN
5,notch_sensitivity,Notch sensitivity,,,-,typ,,,,,,,air,,SYN
5,fracture_toughness_KIC,Fracture toughness KIC,5.227656252032536,,MPa*sqrt(m),typ,,,,,,,air,,SYN
5,impact_charpy,Charpy impact energy,3.9928550696476983,,J,typ,,,,,,,air,,SYN
5,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
5,endurance_limit,Endurance limit,,,Pa,typ,rotating bending,,,,,,air,,SYN
5,mean_stress_model,Mean stress correction model,,Soderberg,,typ,,,,,,,air,,SYN
5,deltaK_threshold,Fatigue threshold ΔKth,,,MPa*sqrt(m),typ,,,,,,,air,,SYN
5,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
5,relaxation_modulus,Relaxation modulus (at 1h),1004493666.7942723,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
5,specific_heat_cp,Specific heat Cp,960.7717342828677,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
5,thermal_diffusivity,Thermal diffusivity,6.331600498640554e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
5,emissivity,Emissivity,0.2284611126014935,,-,typ,,,,,,,air,,SYN
5,max_service_temperature,Max service temperature,223.92926540510368,,C,typ,,,,,,,air,,SYN
5,electrical_resistivity,Electrical resistivity,3317736084897668.5,,ohm*m,typ,,,,23.0,,,air,,SYN
5,dielectric_constant,Dielectric constant (εr),6.560740531999772,,-,typ,,,,,,1000000.0,air,,SYN
5,relative_permeability,Relative permeability μr,1.123221706048431,,-,typ,,,,,,,air,,SYN
5,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
5,refractive_index,Refractive index,1.8590356760545488,,-,typ,,,,,,,air,,SYN
5,transmittance,Transmittance,0.12676895828430162,,-,typ,,,,,,,air,,SYN
5,corrosion_rate,Corrosion rate,,,mm/yr,typ,,,,,,,alkaline,,SYN
5,chemical_compatibility,Chemical compatibility,,good with oils,,typ,,,,,,,air,,SYN
5,coefficient_of_friction,Coefficient of friction (dry),0.4143485359965232,,-,typ,pin-on-disk,,,,,,air,,SYN
5,wear_rate,Wear rate,9.725092840923731e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
5,machinability_rating,Machinability rating,,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
5,weldability_rating,Weldability rating,,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
5,additive_compatibility,Additive manufacturing compatibility,,SLM,,typ,,,,,,,air,,SYN
5,surface_treatment_compatibility,Surface treatment compatibility,,plating,,typ,,,,,,,air,,SYN
5,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
6,applications_typical,Typical applications,,chemical processing,,typ,,,,,,,air,,SYN
6,composition_wt_percent,Composition (wt%),,"{""Polymer"":100.0}",wt%,typ,reported,,,,,,air,,SYN
6,impurity_limits,Impurity limits,,high-purity,,typ,,,,,,,air,,SYN
6,crystal_structure,Crystal structure,,BCC,,typ,,,,,,,air,,SYN
6,grain_size,Grain size,,n/a,,typ,,,,,,,air,,SYN
6,specific_volume,Specific volume,0.0007516311235960283,,m^3/kg,typ,,,,,,,air,,SYN
6,glass_transition_temperature,Glass transition temperature (Tg),92.02729488357605,,C,typ,DSC,ASTM E1356,,,,,air,,SYN
6,decomposition_temperature,Decomposition temperature,385.1632940367548,,C,typ,TGA,ASTM E1131,,,,,air,,SYN
6,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
6,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
6,shear_modulus,Shear modulus,1104039632.927128,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
6,bulk_modulus,Bulk modulus,9104987680.04029,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
6,damping_loss_factor,Damping loss factor,0.07054251964541358,,-,typ,DMA,,,,,,air,,SYN
6,compressive_strength,Compressive strength,130719770.58076535,,Pa,typ,,,,,,,air,,SYN
6,elongation_at_break,Elongation at break,21.30438700166014,,%,typ,,ISO 527,,,,,air,,SYN
6,hollomon_K,Hollomon strength coefficient (K),,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
6,hollomon_n,Hollomon strain hardening exponent (n),,,-,typ,fit,,,,,,air,,SYN
6,hardness_vickers,Hardness (Vickers),,,HV,typ,,,,,,,air,,SYN
6,notch_sensitivity,Notch sensitivity,,,-,typ,,,,,,,air,,SYN
6,fracture_toughness_KIC,Fracture toughness KIC,4.79623928852232,,MPa*sqrt(m),typ,,,,,,,air,,SYN
6,impact_charpy,Charpy impact energy,17.669497925372767,,J,typ,,,,,,,air,,SYN
6,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
6,endurance_limit,Endurance limit,,,Pa,typ,rotating bending,,,,,,air,,SYN
6,mean_stress_model,Mean stress correction model,,Soderberg,,typ,,,,,,,air,,SYN
6,deltaK_threshold,Fatigue threshold ΔKth,,,MPa*sqrt(m),typ,,,,,,,air,,SYN
6,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
6,relaxation_modulus,Relaxation modulus (at 1h),738739868.130086,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
6,specific_heat_cp,Specific heat Cp,1017.9288605384799,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
6,thermal_diffusivity,Thermal diffusivity,3.426132785478101e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
6,emissivity,Emissivity,0.13198490580438793,,-,typ,,,,,,,air,,SYN
6,max_service_temperature,Max service temperature,137.39037937218905,,C,typ,,,,,,,air,,SYN
6,electrical_resistivity,Electrical resistivity,2583583097973512.5,,ohm*m,typ,,,,23.0,,,air,,SYN
6,dielectric_constant,Dielectric constant (εr),5.98732419621194,,-,typ,,,,,,1000000.0,air,,SYN
6,relative_permeability,Relative permeability μr,1.17181286480293,,-,typ,,,,,,,air,,SYN
6,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
6,refractive_index,Refractive index,1.974691846844211,,-,typ,,,,,,,air,,SYN
6,transmittance,Transmittance,0.3921425757087468,,-,typ,,,,,,,air,,SYN
6,corrosion_rate,Corrosion rate,,,mm/yr,typ,,,,,,,alkaline,,SYN
6,chemical_compatibility,Chemical compatibility,,excellent oxidation resistance,,typ,,,,,,,air,,SYN
6,coefficient_of_friction,Coefficient of friction (dry),0.2075037019897204,,-,typ,pin-on-disk,,,,,,air,,SYN
6,wear_rate,Wear rate,2.70247145039586e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
6,machinability_rating,Machinability rating,,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
6,weldability_rating,Weldability rating,,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
6,additive_compatibility,Additive manufacturing compatibility,,SLM,,typ,,,,,,,air,,SYN
6,surface_treatment_compatibility,Surface treatment compatibility,,paint,,typ,,,,,,,air,,SYN
6,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
7,applications_typical,Typical applications,,wear parts,,typ,,,,,,,air,,SYN
7,composition_wt_percent,Composition (wt%),,"{""Base"":100.0}",wt%,typ,reported,,,,,,air,,SYN
7,impurity_limits,Impurity limits,,standard,,typ,,,,,,,air,,SYN
7,crystal_structure,Crystal structure,,FCC,,typ,,,,,,,air,,SYN
7,grain_size,Grain size,55.97000004132146,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
7,specific_volume,Specific volume,0.0001279114979243097,,m^3/kg,typ,,,,,,,air,,SYN
7,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
7,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
