curve_id,idx,x,y,z
2,20,26313.299028609796,0.009198893745380887,
2,21,27628.963980040287,0.009266342629843063,
2,22,28944.628931470776,0.00932552741751213,
2,23,30260.293882901267,0.00937746065731829,
2,24,31575.958834331755,0.009423030836801662,
2,25,32891.62378576225,0.009463017582591016,
2,26,34207.288737192735,0.009498104998461428,
2,27,35522.95368862322,0.009528893369161781,
2,28,36838.61864005371,0.009555909430244282,
2,29,38154.2835914842,0.009579615379594994,
2,30,39469.948542914695,0.00960041678483695,
2,31,40785.61349434518,0.00961866952188783,
2,32,42101.27844577567,0.009634685863378865,
2,33,43416.94339720617,0.009648739821097228,
2,34,44732.608348636655,0.009661071833851833,
2,35,46048.27330006714,0.00967189288096378,
2,36,47363.93825149764,0.009681388091756137,
2,37,48679.60320292813,0.009689719912795127,
2,38,49995.26815435861,0.009697030887068778,
2,39,51310.9331057891,0.009703446092649868,
3,0,0.0,0.0,
3,1,0.0013435392832870795,71574211.07834506,
3,2,0.002687078566574159,143148422.15669012,
3,3,0.004030617849861239,214722633.2350352,
3,4,0.005374157133148318,286296844.31338024,
3,5,0.006717696416435397,357871055.3917253,
3,6,0.008061235699722478,429445266.4700704,
3,7,0.009404774983009557,501019477.5484155,
3,8,0.010748314266296636,572593688.6267605,
3,9,0.012091853549583715,644167899.7051055,
3,10,0.013435392832870794,692497437.0763488,
3,11,0.014778932116157875,693011057.8898804,
3,12,0.016122471399444956,696399499.1249061,
3,13,0.01746601068273203,693409704.3566941,
3,14,0.018809549966019114,692470661.6091589,
3,15,0.020153089249306193,703135976.0751255,
3,16,0.021496628532593272,699433951.9416996,
3,17,0.022840167815880354,694562837.2343968,
3,18,0.02418370709916743,701969244.7674694,
3,19,0.025527246382454512,692797672.6206611,
3,20,0.026870785665741588,703967823.5418983,
3,21,0.02821432494902867,716057156.801067,
3,22,0.02955786423231575,715109356.5182006,
3,23,0.03090140351560283,712180146.9182428,
3,24,0.03224494279888991,700289427.027239,
3,25,0.03358848208217699,704325203.8550104,
3,26,0.03493202136546406,698112549.6079823,
3,27,0.03627556064875115,720977847.7405539,
3,28,0.03761909993203823,713216012.7414525,
3,29,0.038962639215325306,724588266.74129,
3,30,0.040306178498612386,706645605.2094398,
3,31,0.041649717781899465,702470513.127899,
3,32,0.042993257065186544,731162761.5608724,
3,33,0.04433679634847362,741591744.1073786,
3,34,0.04568033563176071,736795657.4791836,
3,35,0.04702387491504778,736094799.8837183,
3,36,0.04836741419833486,738518402.1704711,
3,37,0.049710953481621946,735671543.9730792,
3,38,0.051054492764909025,706047886.6181763,
3,39,0.0523980320481961,724853878.5577801,
3,40,0.053741571331483176,715410742.6854203,
3,41,0.05508511061477026,694205475.941178,
3,42,0.05642864989805734,694195296.9498211,
3,43,0.05777218918134442,712252065.1410964,
3,44,0.0591157284646315,711359836.1617916,
3,45,0.06045926774791858,744789007.974327,
3,46,0.06180280703120566,766868722.6801975,
3,47,0.06314634631449274,728102195.3853344,
3,48,0.06448988559777982,769372101.4014331,
3,49,0.0658334248810669,775692288.3968996,
3,50,0.06717696416435398,774952998.8162895,
3,51,0.06852050344764106,639884522.9706116,
3,52,0.06986404273092812,626976559.3848763,
3,53,0.07120758201421522,671161420.1420039,
3,54,0.0725511212975023,759329688.3179989,
3,55,0.07389466058078936,700459680.0465854,
3,56,0.07523819986407645,665846684.181444,
3,57,0.07658173914736353,749110406.0287267,
3,58,0.07792527843065061,744449142.159231,
3,59,0.07926881771393769,651348586.2104539,
4,0,0.0,0.0,
4,1,0.00041267159664135533,33148315.93728462,
4,2,0.0008253431932827107,66296631.87456924,
4,3,0.001238014789924066,99444947.81185386,
4,4,0.0016506863865654213,132593263.74913847,
4,5,0.0020633579832067764,165741579.6864231,
4,6,0.002476029579848132,198889895.6237077,
4,7,0.002888701176489487,232038211.56099233,
4,8,0.0033013727731308427,265186527.49827695,
4,9,0.0037140443697721978,298334843.43556154,
4,10,0.004126715966413553,331483159.3728462,
4,11,0.004539387563054908,364631475.3101308,
4,12,0.004952059159696264,397779791.2474154,
4,13,0.005364730756337619,430928107.1847,
4,14,0.005777402352978974,464076423.12198466,
4,15,0.00619007394962033,497224739.0592693,
4,16,0.006602745546261685,530373054.9965539,
4,17,0.00701541714290304,563521370.9338385,
4,18,0.0074280887395443956,596669686.8711231,
4,19,0.007840760336185752,629818002.8084078,
4,20,0.008253431932827106,662966318.7456924,
4,21,0.008666103529468462,696114634.682977,
4,22,0.009078775126109816,729262950.6202615,
4,23,0.009491446722751172,762411266.5575461,
4,24,0.009904118319392528,795559582.4948308,
4,25,0.010316789916033882,828707898.4321154,
4,26,0.010729461512675238,861856214.3694,
4,27,0.011142133109316594,895004530.3066847,
4,28,0.011554804705957948,928152846.2439693,
4,29,0.011967476302599304,961301162.1812539,
4,30,0.01238014789924066,994449478.1185386,
4,31,0.012792819495882015,1027597794.0558231,
4,32,0.01320549109252337,1060746109.9931078,
4,33,0.013618162689164727,1093894425.9303925,
4,34,0.01403083428580608,1127042741.867677,
4,35,0.014443505882447435,1160191057.8049614,
4,36,0.014856177479088791,1193339373.7422462,
4,37,0.015268849075730145,1226487689.6795309,
4,38,0.015681520672371503,1259636005.6168156,
4,39,0.016094192269012857,1292784321.5541,
4,40,0.01650686386565421,1325932637.4913847,
4,41,0.01691953546229557,1359080953.4286695,
4,42,0.017332207058936924,1372428799.8329496,
4,43,0.017744878655578278,1378224933.9235313,
4,44,0.018157550252219632,1373847277.9401855,
4,45,0.01857022184886099,1398653014.53313,
4,46,0.018982893445502344,1376849690.0475304,
4,47,0.0193955650421437,1389239984.249183,
4,48,0.019808236638785056,1425097208.7167964,
4,49,0.02022090823542641,1411836391.6252985,
4,50,0.020633579832067764,1390378211.6694436,
4,51,0.021046251428709122,1295109116.9405572,
4,52,0.021458923025350476,1337367671.1997664,
4,53,0.02187159462199183,1300992048.8406475,
4,54,0.02228426621863319,1448372771.0312092,
4,55,0.022696937815274543,1452680715.7736182,
4,56,0.023109609411915897,1287496088.2789893,
4,57,0.023522281008557255,1301059352.0536363,
4,58,0.02393495260519861,1352446177.688253,
4,59,0.024347624201839963,1270636395.9507918,
5,0,1000.0,1234395296.3158858,
5,1,1373.8237958832628,1185335782.2854688,
5,2,1887.391822135097,1126532654.0135012,
5,3,2592.9437974046673,1106977400.8688712,
5,4,3562.247890262442,1105770081.813172,
5,5,4893.900918477494,1095256367.2585762,
5,6,6723.357536499337,1093241089.2568238,
5,7,9236.708571873864,995445976.1577498,
5,8,12689.610031679222,899268410.2280928,
5,9,17433.28822199988,1041599480.533769,
5,10,23950.26619987486,795113328.2075727,
5,11,32903.44562312668,979246960.5189024,
5,12,45203.53656360243,790965910.9735762,
5,13,62101.694189156166,915556561.5302641,
5,14,85316.7852417281,721953158.0428295,
5,15,117210.22975334806,605809091.5428041,
5,16,161026.20275609393,779817174.6888499,
5,17,221221.6291070448,750638454.4307857,
5,18,303919.5382313198,756445218.2894441,
5,19,417531.89365604,863492524.996453,
5,20,573615.2510448681,712148896.9799452,
5,21,788046.2815669912,705877124.3564621,
5,22,1082636.733874054,631752932.2723231,
5,23,1487352.1072935117,512583776.4189292,
5,24,2043359.7178569417,629079763.5299636,
5,25,2807216.2039411757,550319620.9063687,
5,26,3856620.4211634723,640011763.255859,
5,27,5298316.906283707,480042615.23395556,
5,28,7278953.843983154,715759923.2898678,
5,29,10000000.0,480042615.23395556,
6,0,0.0,0.0,
6,1,0.001967413854011561,158034758.25074607,
6,2,0.003934827708023122,316069516.50149214,
6,3,0.0059022415620346835,474104274.7522382,
6,4,0.007869655416046244,632139033.0029843,
6,5,0.009837069270057806,790173791.2537304,
6,6,0.011804483124069367,948208549.5044764,
6,7,0.013771896978080927,1106243307.7552226,
6,8,0.015739310832092488,1264278066.0059686,
6,9,0.017706724686104052,1376126631.1878994,
6,10,0.019674138540115613,1412199938.6914268,
6,11,0.021641552394127173,1403351360.2108383,
6,12,0.023608966248138734,1442418038.8770547,
6,13,0.025576380102150294,1413150623.4358883,
6,14,0.027543793956161855,1455484377.6677523,
6,15,0.029511207810173416,1395702966.3314383,
6,16,0.031478621664184976,1461337698.0647469,
6,17,0.03344603551819654,1402492716.8490708,
6,18,0.035413449372208104,1649384838.1972237,
6,19,0.03738086322621966,1610901541.5496902,
6,20,0.039348277080231225,1485295201.7857258,
6,21,0.04131569093424278,1623116093.4151182,
6,22,0.04328310478825435,1866208026.0147364,
6,23,0.045250518642265904,1472139778.158007,
6,24,0.04721793249627747,1876028775.509606,
6,25,0.049185346350289025,1679523152.1360054,
6,26,0.05115276020430059,1737946070.4947295,
6,27,0.053120174058312146,1985260288.1180615,
6,28,0.05508758791232371,1708678133.1384165,
6,29,0.05705500176633527,1810035593.364723,
6,30,0.05902241562034683,1971928507.359158,
6,31,0.06098982947435839,2239185585.0680175,
6,32,0.06295724332836995,1735765166.0675554,
6,33,0.06492465718238152,2184186238.330737,
6,34,0.06689207103639308,2102035515.0350642,
6,35,0.06885948489040464,2063197573.024417,
6,36,0.07082689874441621,1859797996.960895,
6,37,0.07279431259842775,1818841936.9187348,
6,38,0.07476172645243932,1522191258.1100383,
6,39,0.07672914030645088,1610461466.3703525,
6,40,0.07869655416046245,1551062452.2113,
6,41,0.080663968014474,2344112748.38892,
6,42,0.08263138186848556,1786433392.0815852,
6,43,0.08459879572249712,1683680421.456421,
6,44,0.0865662095765087,1591656251.1852496,
6,45,0.08853362343052024,2380362195.8424053,
6,46,0.09050103728453181,2380362195.8424053,
6,47,0.09246845113854338,2380362195.8424053,
6,48,0.09443586499255494,1898785032.3147144,
6,49,0.0964032788465665,1853979487.009513,
6,50,0.09837069270057805,1942311274.6742547,
6,51,0.10033810655458962,1932545581.5543785,
6,52,0.10230552040860118,1966199453.6816416,
6,53,0.10427293426261275,2370587118.733814,
6,54,0.10624034811662429,2110588545.42887,
6,55,0.10820776197063586,2133833290.6223948,
6,56,0.11017517582464742,1814627862.6939,
6,57,0.11214258967865899,2021621036.9958823,
6,58,0.11411000353267053,2095068664.9368186,
6,59,0.1160774173866821,2025075475.1722417,
7,0,1000.0,1234395296.3158858,
7,1,1373.8237958832628,1199629695.083686,
7,2,1887.391822135097,1192646454.3995454,
7,3,2592.9437974046673,1174448048.8012772,
7,4,3562.247890262442,1114505316.4427857,
7,5,4893.900918477494,1098792451.8442307,
7,6,6723.357536499337,1003720704.8902942,
7,7,9236.708571873864,981938374.6755044,
7,8,12689.610031679222,898387225.584433,
7,9,17433.28822199988,886664215.8483438,
7,10,23950.26619987486,838940238.2867774,
7,11,32903.44562312668,762452708.5593383,
7,12,45203.53656360243,879475905.2616048,
7,13,62101.694189156166,877646753.2234492,
7,14,85316.7852417281,637893169.9370309,
7,15,117210.22975334806,905904823.6947017,
7,16,161026.20275609393,662667608.6175033,
7,17,221221.6291070448,665869324.1509562,
7,18,303919.5382313198,904575471.3039228,
7,19,417531.89365604,551462910.8889009,
7,20,573615.2510448681,509882562.7774405,
7,21,788046.2815669912,581991547.594557,
7,22,1082636.733874054,521247468.3194286,
7,23,1487352.1072935117,480042615.23395556,
7,24,2043359.7178569417,758265670.2489012,
7,25,2807216.2039411757,547563517.7360188,
7,26,3856620.4211634723,538599590.7747554,
7,27,5298316.906283707,480042615.23395556,
7,28,7278953.843983154,480042615.23395556,
7,29,10000000.0,480042615.23395556,
8,0,0.0,0.0,
8,1,0.005416791568572143,16733568.786918249,
8,2,0.010833583137144286,33467137.573836498,
8,3,0.016250374705716428,39410765.26888688,
8,4,0.021667166274288573,40193013.959335975,
8,5,0.027083957842860718,39415654.730202675,
8,6,0.032500749411432855,44382461.678792216,
8,7,0.037917540980005,40444096.60908367,
8,8,0.043334332548577145,48175553.74735816,
8,9,0.04875112411714929,49344531.85865685,
8,10,0.054167915685721435,39109810.793037124,
8,11,0.05958470725429358,45548500.18417404,
8,12,0.06500149882286571,52160572.82780243,
8,13,0.07041829039143786,56180357.09313606,
8,14,0.07583508196001,47666562.48309293,
8,15,0.08125187352858215,44583683.67265144,
8,16,0.08666866509715429,43687134.38877711,
8,17,0.09208545666572643,62107236.55667237,
8,18,0.09750224823429858,44412262.65858711,
8,19,0.10291903980287072,55111116.477319084,
8,20,0.10833583137144287,43077461.43127785,
8,21,0.11375262294001501,55263065.3790004,
8,22,0.11916941450858716,70254278.45847186,
8,23,0.1245862060771593,43472929.4830013,
8,24,0.13000299764573142,68635932.47595502,
8,25,0.13541978921430356,58189485.75621606,
8,26,0.14083658078287573,74021363.68345264,
8,27,0.14625337235144786,67927255.73472774,
8,28,0.15167016392002,48826476.09241872,
8,29,0.15708695548859214,78957517.37807171,
8,30,0.1625037470571643,61399212.90475862,
8,31,0.16792053862573644,40076657.69982255,
8,32,0.17333733019430858,39063263.75084025,
8,33,0.17875412176288072,64124847.41388654,
8,34,0.18417091333145286,62777801.83319545,
8,35,0.18958770490002502,55395344.04957198,
8,36,0.19500449646859716,46814147.478182845,
8,37,0.2004212880371693,58843495.82376155,
8,38,0.20583807960574144,57754528.54016448,
8,39,0.2112548711743136,90451978.19024283,
8,40,0.21667166274288574,38994751.5713136,
8,41,0.22208845431145788,87471822.96277532,
8,42,0.22750524588003002,94595621.87062015,
8,43,0.23292203744860215,47055681.0678855,
8,44,0.23833882901717432,103491285.88986707,
8,45,0.24375562058574646,89803805.14945593,
8,46,0.2491724121543186,104776786.44412485,
8,47,0.25458920372289073,60552667.20376757,
8,48,0.26000599529146284,67334872.52335376,
8,49,0.265422786860035,69572760.22364464,
8,50,0.2708395784286071,118567979.14724031,
8,51,0.2762563699971793,78544240.39740096,
8,52,0.28167316156575145,66370718.882567205,
8,53,0.28708995313432356,37187054.64204352,
8,54,0.2925067447028957,99160727.30615082,
8,55,0.29792353627146784,107689022.85532948,
8,56,0.30334032784004,58149273.560853526,
8,57,0.30875711940861217,50966978.28754442,
8,58,0.3141739109771843,125745737.83875158,
8,59,0.31959070254575644,109474724.29516749,
9,0,0.0,0.0,
9,1,0.0015763865257618838,5018343.871644691,
9,2,0.0031527730515237677,10036687.743289381,
9,3,0.004729159577285651,15055031.61493407,
9,4,0.006305546103047535,20073375.486578763,
9,5,0.00788193262880942,25091719.358223457,
9,6,0.009458319154571302,30110063.22986814,
9,7,0.011034705680333186,35128407.101512834,
9,8,0.01261109220609507,40146750.973157525,
9,9,0.014187478731856955,45165094.844802216,
9,10,0.01576386525761884,50183438.716446914,
9,11,0.017340251783380722,55201782.5880916,
9,12,0.018916638309142603,60220126.45973628,
9,13,0.02049302483490449,65238470.331380986,
9,14,0.022069411360666372,70256814.20302567,
9,15,0.02364579788642826,75275158.07467037,
9,16,0.02522218441219014,80293501.94631505,
9,17,0.026798570937952026,85311845.81795974,
9,18,0.02837495746371391,90330189.68960443,
9,19,0.029951343989475795,95348533.56124914,
9,20,0.03152773051523768,100366877.43289383,
9,21,0.03310411704099956,105385221.3045385,
9,22,0.034680503566761445,107554535.72867872,
9,23,0.03625689009252333,107908374.14889766,
9,24,0.03783327661828521,108528404.22512765,
9,25,0.0394096631440471,107793437.679902,
9,26,0.04098604966980898,108028852.48101369,
9,27,0.04256243619557087,108101464.73146272,
9,28,0.044138822721332745,108727114.88610975,
9,29,0.04571520924709463,109103503.74187544,
9,30,0.04729159577285652,111519475.87824395,
9,31,0.048867982298618405,111491211.73176548,
9,32,0.05044436882438028,112045853.30608152,
9,33,0.05202075535014217,107530455.61889347,
9,34,0.05359714187590405,107607358.38740617,
9,35,0.05517352840166594,112245117.93855484,
9,36,0.05674991492742782,113965106.34436119,
9,37,0.058326301453189705,111108031.77649572,
9,38,0.05990268797895159,112294316.04479858,
9,39,0.06147907450471347,107405092.47692835,
9,40,0.06305546103047537,111057590.24991576,
9,41,0.06463184755623724,116518729.4758321,
9,42,0.06620823408199912,115937376.46824911,
9,43,0.06778462060776101,116675469.9121774,
9,44,0.06936100713352289,118429080.32600777,
9,45,0.07093739365928477,110345889.02680658,
9,46,0.07251378018504666,108749581.57281609,
9,47,0.07409016671080854,109386638.31141979,
9,48,0.07566655323657041,114375893.41509357,
9,49,0.07724293976233232,116849935.88535981,
9,50,0.0788193262880942,120915191.85658923,
9,51,0.08039571281385609,111875118.53732474,
9,52,0.08197209933961797,109448336.46549165,
9,53,0.08354848586537984,99415290.70058697,
9,54,0.08512487239114173,106364162.9298049,
9,55,0.08670125891690361,116378025.88991317,
9,56,0.08827764544266549,97939066.67667252,
9,57,0.08985403196842738,105796672.06786346,
9,58,0.09143041849418926,104220964.11758871,
9,59,0.09300680501995116,100974641.09542866,
10,0,0.0,0.0,
10,1,0.005261329436053157,496942289.72274864,
10,2,0.010522658872106313,648493433.3941891,
10,3,0.01578398830815947,774419898.1572766,
10,4,0.021045317744212626,654351156.5956715,
10,5,0.026306647180265787,629639922.1516461,
10,6,0.03156797661631894,1186417135.7367396,
10,7,0.0368293060523721,1166506959.983584,
10,8,0.04209063548842525,591411518.910284,
10,9,0.04735196492447841,1207253911.9597685,
10,10,0.052613294360531575,1049297452.0760348,
10,11,0.05787462379658473,1105165286.4818254,
10,12,0.06313595323263788,1103719008.5510628,
10,13,0.06839728266869104,894921618.7555884,
10,14,0.0736586121047442,635661903.336093,
10,15,0.07891994154079734,1173344419.6503816,
10,16,0.0841812709768505,1207253911.9597685,
10,17,0.08944260041290367,1207253911.9597685,
10,18,0.09470392984895681,961648512.7699131,
10,19,0.09996525928500997,1207253911.9597685,
10,20,0.10522658872106315,1207253911.9597685,
10,21,0.11048791815711628,1207253911.9597685,
10,22,0.11574924759316946,1207253911.9597685,
10,23,0.12101057702922262,1207253911.9597685,
10,24,0.12627190646527575,1207253911.9597685,
10,25,0.13153323590132893,918067308.9984416,
10,26,0.13679456533738207,1207253911.9597685,
10,27,0.14205589477343525,1207253911.9597685,
10,28,0.1473172242094884,1207253911.9597685,
10,29,0.15257855364554154,1207253911.9597685,
10,30,0.1578398830815947,1207253911.9597685,
10,31,0.16310121251764786,1207253911.9597685,
10,32,0.168362541953701,966503451.9523706,
10,33,0.1736238713897542,1207253911.9597685,
10,34,0.17888520082580733,1207253911.9597685,
10,35,0.1841465302618605,1207253911.9597685,
10,36,0.18940785969791363,1078098724.000494,
10,37,0.1946691891339668,1067114146.653715,
10,38,0.19993051857001995,1207253911.9597685,
10,39,0.20519184800607312,1207253911.9597685,
10,40,0.2104531774421263,1207253911.9597685,
10,41,0.21571450687817945,1207253911.9597685,
10,42,0.22097583631423257,1207253911.9597685,
10,43,0.22623716575028574,1207253911.9597685,
10,44,0.23149849518633892,1207253911.9597685,
10,45,0.23675982462239206,1207253911.9597685,
10,46,0.24202115405844524,1207253911.9597685,
10,47,0.24728248349449838,1207253911.9597685,
10,48,0.2525438129305515,1207253911.9597685,
10,49,0.2578051423666047,1207253911.9597685,
10,50,0.26306647180265785,1207253911.9597685,
10,51,0.26832780123871103,1046779704.1879582,
10,52,0.27358913067476415,1140972058.188122,
10,53,0.2788504601108173,1030558425.4555904,
10,54,0.2841117895468705,1112216902.517939,
10,55,0.28937311898292367,1198907667.0888667,
10,56,0.2946344484189768,1071627413.6457748,
10,57,0.29989577785502997,1115528059.4095168,
10,58,0.3051571072910831,1059293940.590558,
10,59,0.31041843672713626,1159897206.6185634,
11,0,0.0,0.0,
11,1,0.0027576052820574353,258154640.78901345,
11,2,0.005515210564114871,388126163.7463338,
11,3,0.008272815846172305,535594008.04521567,
11,4,0.011030421128229741,315106985.10108167,
11,5,0.013788026410287178,591024713.4377716,
11,6,0.01654563169234461,684256842.6917009,
11,7,0.019303236974402047,464806696.20958203,
11,8,0.022060842256459483,629745449.8103061,
11,9,0.02481844753851692,460126093.23553556,
11,10,0.027576052820574355,554499922.8154389,
11,11,0.03033365810263179,649150031.1943341,
11,12,0.03309126338468922,1142651046.5207043,
11,13,0.03584886866674666,1217040625.9825757,
11,14,0.03860647394880409,686870455.9170108,
11,15,0.04136407923086153,400850754.00686216,
11,16,0.044121684512918966,973318695.529423,
11,17,0.0468792897949764,1217040625.9825757,
11,18,0.04963689507703384,783127188.6179285,
11,19,0.052394500359091274,1083630933.712903,
11,20,0.05515210564114871,886224371.7444944,
11,21,0.05790971092320615,1217040625.9825757,
11,22,0.06066731620526358,1217040625.9825757,
11,23,0.06342492148732101,624665432.9198298,
11,24,0.06618252676937844,744484943.4358717,
11,25,0.06894013205143588,1217040625.9825757,
11,26,0.07169773733349331,1217040625.9825757,
11,27,0.07445534261555076,1217040625.9825757,
11,28,0.07721294789760819,798471764.8235779,
11,29,0.07997055317966563,1055666437.8195217,
11,30,0.08272815846172306,1217040625.9825757,
11,31,0.0854857637437805,1217040625.9825757,
11,32,0.08824336902583793,1217040625.9825757,
11,33,0.09100097430789536,1217040625.9825757,
11,34,0.0937585795899528,1217040625.9825757,
11,35,0.09651618487201023,1217040625.9825757,
11,36,0.09927379015406768,1217040625.9825757,
11,37,0.1020313954361251,1217040625.9825757,
11,38,0.10478900071818255,1217040625.9825757,
11,39,0.10754660600023998,1217040625.9825757,
11,40,0.11030421128229742,1217040625.9825757,
11,41,0.11306181656435485,1217040625.9825757,
11,42,0.1158194218464123,1217040625.9825757,
11,43,0.11857702712846972,1217040625.9825757,
11,44,0.12133463241052717,1217040625.9825757,
11,45,0.1240922376925846,710466851.3258657,
11,46,0.12684984297464202,1217040625.9825757,
11,47,0.12960744825669945,1217040625.9825757,
11,48,0.13236505353875688,1217040625.9825757,
11,49,0.13512265882081434,1217040625.9825757,
11,50,0.13788026410287177,1217040625.9825757,
11,51,0.1406378693849292,1064158035.563145,
11,52,0.14339547466698663,781322621.3577026,
11,53,0.14615307994904406,1200573064.5121217,
11,54,0.14891068523110151,1148069947.0093858,
11,55,0.15166829051315894,1126577338.3764102,
11,56,0.15442589579521637,1086201761.940939,
11,57,0.1571835010772738,1203440158.6352336,
11,58,0.15994110635933126,1124030057.7652924,
11,59,0.1626987116413887,1210993651.294477,
12,0,1000.0,213650626.34794703,
12,1,1373.8237958832628,204079639.20592716,
12,2,1887.391822135097,194535755.988832,
12,3,2592.9437974046673,194553573.55798703,
12,4,3562.247890262442,199146721.3449861,
12,5,4893.900918477494,170352208.95880055,
12,6,6723.357536499337,180394457.39100736,
12,7,9236.708571873864,156359483.25793597,
12,8,12689.610031679222,160723772.92977947,
12,9,17433.28822199988,146310858.81189752,
12,10,23950.26619987486,173233387.54283085,
12,11,32903.44562312668,136336893.425825,
12,12,45203.53656360243,162251340.61669388,
12,13,62101.694189156166,147068862.5006557,
12,14,85316.7852417281,117413781.77620809,
12,15,117210.22975334806,113422657.385087,
12,16,161026.20275609393,151001318.70689052,
12,17,221221.6291070448,144981788.97253272,
12,18,303919.5382313198,127737690.56811517,
12,19,417531.89365604,115596884.94718608,
12,20,573615.2510448681,121887442.30741246,
12,21,788046.2815669912,141004370.32519057,
12,22,1082636.733874054,126768232.7002375,
12,23,1487352.1072935117,87321401.21376802,
12,24,2043359.7178569417,83086354.69086827,
12,25,2807216.2039411757,139033128.97321364,
12,26,3856620.4211634723,88864007.51224217,
12,27,5298316.906283707,83086354.69086827,
12,28,7278953.843983154,132396088.53831801,
12,29,10000000.0,83086354.69086827,
13,0,0.0,0.006643381766995606,
13,1,2559.467624604227,0.006887114721870579,
13,2,5118.935249208454,0.00706244512925099,
13,3,7678.402873812681,0.007188569853615614,
13,4,10237.870498416907,0.007279298246560815,
13,5,12797.338123021136,0.007344564127837364,
13,6,15356.805747625362,0.007391513435772062,
13,7,17916.27337222959,0.007425286633535333,
13,8,20475.740996833814,0.007449581536641116,
13,9,23035.208621438043,0.007467058185463553,
13,10,25594.676246042272,0.007479630092119565,
13,11,28154.143870646498,0.007488673750235791,
13,12,30713.611495250723,0.00749517934675039,
13,13,33273.079119854956,0.007499859177131727,
13,14,35832.54674445918,0.007503225634358047,
13,15,38392.01436906341,0.007505647310643973,
13,16,40951.48199366763,0.0075073893544721155,
13,17,43510.94961827186,0.007508642501606935,
13,18,46070.41724287609,0.007509543958686337,
13,19,48629.88486748031,0.007510192425928071,
13,20,51189.352492084545,0.0075106589037817716,
13,21,53748.82011668877,0.007510994466743149,
13,22,56308.287741292996,0.007511235855482519,
13,23,58867.75536589722,0.007511409499567835,
13,24,61427.22299050145,0.007511534411228769,
13,25,63986.69061510567,0.007511624266999029,
13,26,66546.15823970991,0.007511688905155216,
13,27,69105.62586431413,0.007511735402906259,
13,28,71665.09348891836,0.0075117688512745225,
13,29,74224.56111352258,0.007511792912510053,
13,30,76784.02873812681,0.007511810221069045,
13,31,79343.49636273104,0.007511822672059518,
13,32,81902.96398733526,0.0075118316287360294,
13,33,84462.4316119395,0.007511838071761931,
13,34,87021.89923654372,0.007511842706581859,
13,35,89581.36686114795,0.007511846040660611,
13,36,92140.83448575217,0.007511848439045295,
13,37,94700.3021103564,0.007511850164334203,
13,38,97259.76973496062,0.00751185140542861,
13,39,99819.23735956485,0.007511852298215505,
14,0,0.0,0.0,
14,1,0.0013159378052152778,209263983.8307656,
14,2,0.0026318756104305556,418527967.6615312,
14,3,0.003947813415645833,485659196.0851573,
14,4,0.005263751220861111,529072339.0722361,
14,5,0.006579689026076388,516193819.6095992,
14,6,0.007895626831291667,542763166.2531695,
14,7,0.009211564636506945,573969760.9211943,
14,8,0.010527502441722222,711533915.2277161,
14,9,0.0118434402469375,581982075.226278,
14,10,0.013159378052152776,787238112.2641068,
14,11,0.014475315857368056,524767030.3154017,
14,12,0.015791253662583334,911876041.3763428,
14,13,0.017107191467798613,1013262545.6946837,
14,14,0.01842312927301389,773379672.4893517,
14,15,0.01973906707822917,841404586.0654603,
14,16,0.021055004883444445,981515933.0377514,
